,0
1061,1
1062,1
1063,0
1064,1
1065,0
1066,1
1067,1
1068,1
1069,1
1070,1
1071,0
1072,0
1073,0
1074,1
1075,0
1076,1
1077,1
1078,1
1079,0
1080,1
1081,1
1082,0
1083,1
1084,0
1085,0
1086,0
1087,1
1088,1
1089,1
1090,0
1091,0
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,0
1099,1
1100,1
1101,1
1102,0
1103,0
1104,0
1105,1
1106,0
1107,1
1108,1
1109,0
1110,0
1111,1
1112,0
1113,0
1114,1
1115,0
1116,1
1117,1
1118,1
1119,1
1120,0
1121,0
1122,1
1123,1
1124,0
1125,0
1126,0
1127,1
1128,1
1129,1
1130,1
1131,1
1132,0
1133,0
1134,1
1135,1
1136,0
1137,1
1138,1
1139,0
1140,0
1141,1
1142,0
1143,0
1144,0
1145,1
1146,0
1147,0
1148,1
1149,1
1150,1
1151,1
1152,0
1153,1
1154,1
1155,0
1156,0
1157,0
1158,1
1159,0
1160,0
1161,1
1162,1
1163,0
1164,0
1165,1
1166,0
1167,0
1168,1
1169,0
1170,1
1171,1
1172,1
1173,0
1174,0
1175,1
1176,0
1177,1
1178,0
1179,1
1180,0
1181,1
1182,1
1183,0
1184,0
1185,1
1186,1
1187,0
1188,0
1189,1
1190,0
1191,1
1192,0
1193,1
1194,1
1195,1
1196,1
1197,0
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,0
1206,0
1207,1
1208,0
1209,1
1210,0
1211,1
1212,1
1213,0
1214,1
1215,0
1216,1
1217,0
1218,0
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,0
1226,1
1227,1
1228,0
1229,0
1230,0
1231,0
1232,0
1233,1
1234,1
1235,0
1236,1
1237,0
1238,0
1239,1
1240,0
1241,1
1242,1
1243,1
1244,0
1245,1
1246,0
1247,0
1248,1
1249,0
1250,0
1251,1
1252,1
1253,1
1254,0
1255,0
1256,0
1257,1
1258,0
1259,0
1260,0
1261,1
1262,0
1263,0
1264,1
1265,1
1266,1
1267,0
1268,0
1269,1
1270,1
1271,1
1272,1
1273,1
1274,1
1275,1
1276,0
1277,0
1278,0
1279,1
1280,1
1281,0
1282,0
1283,1
1284,1
1285,0
1286,0
1287,1
1288,1
1289,0
1290,0
1291,0
1292,1
1293,1
1294,1
1295,0
1296,0
1297,1
1298,0
1299,1
1300,1
1301,0
1302,1
1303,1
1304,1
1305,0
1306,1
1307,1
1308,0
1309,1
1310,0
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,0
1318,1
1319,0
1320,0
1321,1
1322,1
1323,0
1324,0
1325,1
1326,0
1327,1
1328,1
1329,1
1330,0
1331,1
1332,0
1333,0
1334,1
1335,0
1336,0
1337,1
1338,0
1339,1
1340,1
1341,0
1342,1
1343,0
1344,1
1345,1
1346,1
1347,0
1348,1
1349,1
1350,1
1351,1
1352,0
1353,1
1354,1
1355,0
1356,1
1357,0
1358,1
1359,1
1360,1
1361,0
1362,0
1363,0
1364,1
1365,1
1366,0
1367,1
1368,0
1369,1
1370,0
1371,1
1372,0
1373,1
1374,0
1375,1
1376,0
1377,0
1378,0
1379,0
1380,1
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,0
1394,1
1395,1
1396,0
1397,0
1398,1
1399,1
1400,0
1401,0
1402,0
1403,1
1404,1
1405,0
1406,0
1407,0
1408,1
1409,0
1410,1
1411,1
1412,1
1413,1
1414,0
1415,0
1416,1
1417,1
1418,0
1419,0
1420,1
1421,1
1422,0
1423,1
1424,0
1425,0
1426,1
1427,0
1428,1
1429,1
1430,1
1431,0
1432,1
1433,1
1434,0
1435,0
1436,0
1437,0
1438,1
1439,0
1440,1
1441,0
1442,1
1443,1
1444,0
1445,0
1446,0
1447,1
1448,0
1449,1
1450,0
1451,0
1452,1
1453,0
1454,0
1455,0
1456,0
1457,1
1458,0
1459,0
1460,0
1461,1
1462,1
1463,0
1464,0
1465,1
1466,0
1467,0
1468,0
1469,1
1470,0
1471,0
1472,0
1473,1
1474,1
1475,1
1476,0
1477,1
1478,0
1479,0
1480,1
1481,0
1482,0
1483,0
1484,1
1485,1
1486,1
1487,0
1488,1
1489,1
1490,1
1491,1
1492,1
1493,0
1494,0
1495,0
1496,1
1497,1
1498,0
1499,1
1500,1
1501,1
1502,1
1503,1
1504,0
1505,1
1506,1
1507,1
1508,1
1509,0
1510,1
1511,1
1512,0
1513,1
1514,1
1515,0
1516,0
1517,0
1518,1
1519,1
1520,1
1521,1
1522,0
1523,1
1524,1
1525,1
1526,1
1527,1
1528,1
1529,1
1530,1
1531,0
1532,0
1533,0
1534,1
1535,1
1536,1
1537,0
1538,0
1539,1
1540,0
1541,1
1542,1
1543,0
1544,1
1545,0
1546,1
1547,0
1548,0
1549,1
1550,0
1551,0
1552,1
1553,1
1554,0
1555,1
1556,0
1557,0
1558,1
1559,0
1560,1
1561,0
1562,1
1563,1
1564,1
1565,0
1566,0
1567,1
1568,0
1569,0
1570,0
1571,1
1572,0
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,0
1580,1
1581,1
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,1
1589,0
1590,0
1591,0
1592,1
1593,0
1594,0
1595,1
1596,1
1597,0
1598,1
1599,1
1600,0
1601,0
1602,0
1603,0
1604,1
1605,1
1606,0
1607,0
1608,1
1609,1
1610,1
1611,0
1612,1
1613,0
1614,0
1615,0
1616,1
1617,1
1618,1
1619,1
1620,0
1621,0
1622,0
1623,0
1624,1
1625,1
1626,1
1627,0
1628,0
1629,1
1630,0
1631,0
1632,0
1633,1
1634,0
1635,0
1636,0
1637,1
1638,1
1639,1
1640,0
1641,0
1642,0
1643,0
1644,0
1645,1
1646,0
1647,0
1648,0
1649,1
1650,1
1651,1
1652,1
1653,0
1654,1
1655,1
1656,0
1657,1
1658,0
1659,1
1660,0
1661,1
1662,1
1663,0
1664,1
1665,1
1666,0
1667,1
1668,1
1669,0
1670,0
1671,0
1672,0
1673,1
1674,0
1675,1
1676,0
1677,0
1678,1
1679,0
1680,0
1681,0
1682,1
1683,0
1684,1
1685,1
1686,0
1687,1
1688,1
1689,1
1690,1
1691,1
1692,0
1693,1
1694,1
1695,0
1696,1
1697,0
1698,0
1699,0
1700,1
1701,1
1702,0
1703,0
1704,0
1705,1
1706,1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,0
1714,0
1715,1
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,1
1723,0
1724,0
1725,0
1726,0
1727,0
1728,1
1729,1
1730,0
1731,0
1732,0
1733,0
1734,1
1735,0
1736,1
1737,1
1738,0
1739,1
1740,0
1741,1
1742,1
1743,0
1744,0
1745,1
1746,1
1747,1
1748,0
1749,1
1750,0
1751,0
1752,1
1753,1
1754,1
1755,1
1756,0
1757,0
1758,0
1759,1
1760,1
1761,0
1762,1
1763,1
1764,1
1765,0
1766,0
1767,1
1768,0
1769,0
1770,1
1771,1
1772,0
1773,1
1774,1
1775,0
1776,0
1777,1
1778,0
1779,0
1780,1
1781,0
1782,0
1783,0
1784,1
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,1
1792,0
1793,0
1794,0
1795,1
1796,0
1797,0
1798,0
1799,0
1800,1
1801,1
1802,1
1803,0
1804,1
1805,0
1806,0
1807,0
1808,0
1809,0
1810,1
1811,1
1812,0
1813,1
1814,1
1815,1
1816,1
1817,0
1818,0
1819,0
1820,1
1821,1
1822,0
1823,0
1824,0
1825,1
1826,1
1827,1
1828,1
1829,0
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,0
1840,0
1841,0
1842,1
1843,1
1844,1
1845,0
1846,1
1847,0
1848,1
1849,0
1850,1
1851,1
1852,1
1853,1
1854,0
1855,1
1856,1
1857,0
1858,1
1859,1
1860,0
1861,0
1862,0
1863,1
1864,1
1865,0
1866,1
1867,0
1868,1
1869,1
1870,1
1871,1
1872,0
1873,1
1874,1
1875,1
1876,0
1877,1
1878,0
1879,0
1880,1
1881,1
1882,1
1883,0
1884,1
1885,0
1886,1
1887,1
1888,1
1889,0
1890,0
1891,0
1892,0
1893,1
1894,1
1895,0
1896,0
1897,0
1898,1
1899,0
1900,0
1901,1
1902,0
1903,1
1904,1
1905,1
1906,1
1907,0
1908,0
1909,1
1910,0
1911,0
1912,1
1913,1
1914,1
1915,1
1916,0
1917,0
1918,1
1919,0
1920,1
1921,0
1922,0
1923,0
1924,1
1925,1
1926,1
1927,0
1928,0
1929,0
1930,1
1931,0
1932,1
1933,1
1934,1
1935,1
1936,1
1937,0
1938,1
1939,0
1940,1
1941,1
1942,1
1943,1
1944,0
1945,1
1946,0
1947,0
1948,0
1949,0
1950,1
1951,1
1952,1
1953,1
1954,1
1955,1
1956,0
1957,0
1958,0
1959,0
1960,1
1961,1
1962,0
1963,0
1964,0
1965,1
1966,0
1967,0
1968,1
1969,0
1970,1
1971,1
1972,1
1973,0
1974,1
1975,0
1976,0
1977,1
1978,0
1979,0
1980,1
1981,1
1982,0
1983,0
1984,0
1985,1
1986,1
1987,1
1988,0
1989,1
1990,1
1991,0
1992,0
1993,0
1994,0
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,1
2002,1
2003,0
2004,1
2005,0
2006,1
2007,0
2008,1
2009,1
2010,0
2011,1
2012,0
2013,1
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,0
2021,0
2022,0
2023,1
2024,0
2025,1
2026,1
2027,1
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,0
2036,0
2037,0
2038,1
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,1
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,1
2053,1
2054,0
2055,0
2056,1
2057,0
2058,1
2059,1
2060,1
2061,1
2062,0
2063,1
2064,0
2065,0
2066,1
2067,1
2068,1
2069,1
2070,0
2071,1
2072,1
2073,0
2074,1
2075,1
2076,1
2077,0
2078,1
2079,0
2080,0
2081,0
2082,0
2083,1
2084,1
2085,0
2086,0
2087,1
2088,0
2089,0
2090,0
2091,1
2092,1
2093,1
2094,1
2095,0
2096,1
2097,0
2098,1
2099,1
2100,0
2101,1
2102,1
2103,0
2104,1
2105,1
2106,1
2107,1
2108,0
2109,1
2110,1
2111,0
2112,1
2113,0
2114,0
2115,1
2116,0
2117,1
2118,0
2119,0
2120,1
2121,0
2122,0
2123,1
2124,1
2125,0
2126,0
2127,1
2128,1
2129,0
2130,1
2131,1
2132,1
2133,1
2134,0
2135,1
2136,1
2137,1
2138,1
2139,1
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,1
2147,1
2148,1
2149,1
2150,1
2151,1
2152,1
2153,0
2154,1
2155,0
2156,0
2157,0
2158,1
2159,1
2160,0
2161,1
2162,0
2163,1
2164,0
2165,1
2166,0
2167,1
2168,1
2169,1
2170,0
2171,0
2172,1
2173,0
2174,0
2175,1
2176,0
2177,1
2178,0
2179,1
2180,0
2181,1
2182,0
2183,0
2184,0
2185,0
2186,1
2187,1
2188,1
2189,1
2190,1
2191,0
2192,1
2193,0
2194,0
2195,0
2196,0
2197,1
2198,0
2199,1
2200,1
2201,0
2202,0
2203,1
2204,1
2205,0
2206,1
2207,0
2208,0
2209,1
2210,0
2211,1
2212,1
2213,1
2214,0
2215,1
2216,1
2217,0
2218,1
2219,1
2220,1
2221,0
2222,0
2223,1
2224,0
2225,0
2226,1
2227,1
2228,1
2229,1
2230,0
2231,1
2232,0
2233,0
2234,1
2235,1
2236,1
2237,1
2238,1
2239,1
2240,0
2241,0
2242,0
2243,1
2244,1
2245,1
2246,1
2247,0
2248,0
2249,1
2250,1
2251,0
2252,1
2253,1
2254,1
2255,0
2256,0
2257,0
2258,1
2259,0
2260,1
2261,1
2262,1
2263,1
2264,1
2265,0
2266,0
2267,1
2268,1
2269,1
2270,0
2271,0
2272,1
2273,0
2274,0
2275,1
2276,0
2277,0
2278,0
2279,1
2280,1
2281,1
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,1
2289,1
2290,1
2291,1
2292,0
2293,0
2294,0
2295,1
2296,0
2297,1
2298,1
2299,1
2300,1
2301,1
2302,1
2303,1
2304,0
2305,0
2306,0
2307,0
2308,0
2309,1
2310,0
2311,0
2312,0
2313,1
2314,0
2315,0
2316,1
2317,0
2318,0
2319,1
2320,0
2321,0
2322,0
2323,1
2324,1
2325,1
2326,1
2327,1
2328,1
2329,0
2330,1
2331,1
2332,1
2333,0
2334,1
2335,1
2336,0
2337,1
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,1
2346,0
2347,0
2348,0
2349,1
2350,1
2351,1
2352,1
2353,0
2354,0
2355,1
2356,0
2357,1
2358,0
2359,1
2360,0
2361,0
2362,1
2363,0
2364,1
2365,0
2366,1
2367,0
2368,0
2369,1
2370,1
2371,1
2372,1
2373,1
2374,0
2375,1
2376,0
2377,1
2378,0
2379,1
2380,1
2381,1
2382,1
2383,1
2384,1
2385,1
2386,1
2387,0
2388,1
2389,0
2390,1
2391,0
2392,1
2393,0
2394,1
2395,1
2396,1
2397,0
2398,1
2399,0
2400,1
2401,0
2402,1
2403,1
2404,1
2405,1
2406,0
2407,1
2408,1
2409,0
2410,0
2411,1
2412,1
2413,0
2414,1
2415,0
2416,0
2417,1
2418,1
2419,0
2420,1
2421,1
2422,0
2423,0
2424,0
2425,0
2426,1
2427,0
2428,0
2429,1
2430,0
2431,0
2432,1
2433,0
2434,0
2435,1
2436,1
2437,1
2438,0
2439,1
2440,0
2441,0
2442,0
2443,1
2444,0
2445,1
2446,0
2447,0
2448,1
2449,1
2450,1
2451,0
2452,0
2453,1
2454,1
2455,1
2456,0
2457,0
2458,1
2459,1
2460,0
2461,1
2462,0
2463,0
2464,1
2465,1
2466,1
2467,0
2468,0
2469,1
2470,1
2471,1
2472,1
2473,1
2474,0
2475,0
2476,0
2477,0
2478,0
2479,1
2480,1
2481,0
2482,1
2483,0
2484,1
2485,0
2486,0
2487,1
2488,1
2489,0
2490,0
2491,1
2492,0
2493,1
2494,0
2495,1
2496,0
2497,0
2498,1
2499,1
2500,0
2501,0
2502,0
2503,1
2504,1
2505,1
2506,1
2507,0
2508,1
2509,0
2510,1
2511,0
2512,0
2513,1
2514,1
2515,1
2516,1
2517,0
2518,1
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,1
2527,1
2528,1
2529,0
2530,1
2531,1
2532,1
2533,1
2534,1
2535,0
2536,0
2537,1
2538,0
2539,1
2540,1
2541,1
2542,1
2543,0
2544,1
2545,0
2546,1
2547,0
2548,0
2549,0
2550,1
2551,1
2552,1
2553,0
2554,0
2555,1
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,1
2564,0
2565,1
2566,1
2567,1
2568,0
2569,0
2570,1
2571,0
2572,1
2573,0
2574,1
2575,0
2576,1
2577,0
2578,0
2579,0
2580,0
2581,0
2582,1
2583,1
2584,1
2585,0
2586,1
2587,1
2588,1
2589,0
2590,0
2591,0
2592,0
2593,0
2594,1
2595,0
2596,1
2597,1
2598,1
2599,0
2600,1
2601,1
2602,1
2603,1
2604,0
2605,1
2606,1
2607,1
2608,0
2609,0
2610,0
2611,1
2612,0
2613,1
2614,0
2615,0
2616,0
2617,0
2618,1
2619,0
2620,0
2621,1
2622,1
2623,0
2624,1
2625,0
2626,0
2627,1
2628,1
2629,0
2630,1
2631,1
2632,0
2633,1
2634,1
2635,0
2636,0
2637,1
2638,0
2639,1
2640,0
2641,0
2642,1
2643,1
2644,1
2645,0
2646,1
2647,1
2648,1
2649,1
2650,1
2651,0
2652,0
2653,0
2654,1
2655,1
2656,0
2657,1
2658,0
2659,0
2660,1
2661,0
2662,1
2663,0
2664,0
2665,1
2666,0
2667,1
2668,1
2669,0
2670,1
2671,1
2672,1
2673,1
2674,0
2675,0
2676,0
2677,1
2678,0
2679,0
2680,1
2681,1
2682,0
2683,1
2684,1
2685,1
2686,0
2687,1
2688,0
2689,1
2690,1
2691,0
2692,0
2693,0
2694,0
2695,1
2696,0
2697,0
2698,0
2699,1
2700,1
2701,0
2702,1
2703,1
2704,1
2705,1
2706,0
2707,1
2708,1
2709,0
2710,0
2711,1
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,1
2719,0
2720,1
2721,0
2722,1
2723,0
2724,0
2725,1
2726,1
2727,0
2728,0
2729,0
2730,0
2731,1
2732,0
2733,0
2734,0
2735,1
2736,0
2737,1
2738,0
2739,0
2740,0
2741,1
2742,1
2743,1
2744,1
2745,0
2746,0
2747,1
2748,1
2749,1
2750,0
2751,1
2752,0
2753,1
2754,0
2755,1
2756,1
2757,1
2758,0
2759,0
2760,1
2761,1
2762,1
2763,0
2764,0
2765,0
2766,0
2767,0
2768,0
2769,0
2770,0
2771,1
2772,1
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,1
2781,1
2782,1
2783,1
2784,1
2785,1
2786,1
2787,1
2788,0
2789,0
2790,1
2791,1
2792,0
2793,0
2794,0
2795,1
2796,0
2797,1
2798,0
2799,1
2800,1
2801,0
2802,0
2803,0
2804,1
2805,1
2806,1
2807,0
2808,1
2809,1
2810,0
2811,0
2812,0
2813,1
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,1
2822,0
2823,1
2824,1
2825,1
2826,0
2827,0
2828,1
2829,0
2830,1
2831,1
2832,0
2833,0
2834,0
2835,1
2836,0
2837,0
2838,1
2839,1
2840,1
2841,0
2842,1
2843,0
2844,0
2845,1
2846,1
2847,1
2848,1
2849,0
2850,0
2851,0
2852,1
2853,1
2854,0
2855,1
2856,1
2857,0
2858,0
2859,1
2860,0
2861,1
2862,1
2863,0
2864,0
2865,0
2866,0
2867,1
2868,1
2869,1
2870,0
2871,0
2872,0
2873,1
2874,1
2875,0
2876,0
2877,1
2878,1
2879,1
2880,0
2881,0
2882,0
2883,1
2884,0
2885,1
2886,1
2887,0
2888,0
2889,1
2890,1
2891,0
2892,1
2893,1
2894,1
2895,0
2896,0
2897,1
2898,1
2899,0
2900,0
2901,0
2902,1
2903,1
2904,1
2905,0
2906,1
2907,0
2908,0
2909,1
2910,0
2911,0
2912,0
2913,0
2914,1
2915,0
2916,0
2917,1
2918,1
2919,0
2920,0
2921,1
2922,1
2923,1
2924,0
2925,0
2926,1
2927,1
2928,0
2929,0
2930,0
2931,0
2932,0
2933,1
2934,1
2935,1
2936,1
2937,1
2938,0
2939,0
2940,0
2941,1
2942,1
2943,0
2944,1
2945,0
2946,1
2947,1
2948,1
2949,1
2950,0
2951,1
2952,0
2953,0
2954,0
2955,1
2956,0
2957,1
2958,1
2959,0
2960,0
2961,0
2962,1
2963,1
2964,0
2965,1
2966,0
2967,1
2968,1
2969,0
2970,1
2971,1
2972,1
2973,1
2974,0
2975,1
2976,1
2977,1
2978,1
2979,1
2980,0
2981,1
2982,1
2983,1
2984,0
2985,1
2986,0
2987,0
2988,0
2989,1
2990,0
2991,0
2992,1
2993,0
2994,1
2995,0
2996,0
2997,0
